record_id,provider,title,price_usd,merchant_display_text,ever_returned_in_five_validated_games,within_800_record_price,example_family,grinding_or_bean_to_cup_text,milk_froth_or_steam_text,pressure_marketing_15_or_20_bar,title_truncated_flag,merchant_aggregate_flag,numeric_only_merchant_field,alibaba_merchant_text,sponsored
google-8d065cc2193132e586a6,google,Towallmark All-In-One Espresso Machine with Milk Frother & Grinder 15 Bar Automatic Coffee Maker with Italian Ulka Pump,191.28,Walmart - Erikama,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-83a39eb25e3b9596486c,google,GarveeHome Semi-Automatic Espresso Machine with Grinder Professional Espresso Maker with Milk Frother Steam Wand,264.99,garvee,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-3210de58f63aae1163cd,google,De'Longhi Magnifica Start Automatic Espresso Machine with Manual Milk Frother,579.99,Best Buy & more,False,True,DeLonghi Magnifica Start,False,True,False,False,True,False,False,False
google-13e3688e0b4cbee612d7,google,Bluebow 20-Bar Espresso Machine with Grinder and Milk Frother All-in-One Automatic Coffee Maker for Latte Cappuccino,323.99,Walmart - Bluebow,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-516dc55f9a15f525e090,google,Kismile 2 Cup Silver/Brushed Stainless Steel All in One 15 Bar Espresso Machine with Grinder and Powerful Steam Wand,265.99,Home Depot,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-efeeee84cfdd60bb3f9e,google,DEXSO 20 Bar Semi Auto Coffee Machine Grinder Milk Frother Silver one_size | ENCOREPHOBA8365,294.88,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-d018a57ee7ca110bb2df,google,"Espresso Machine with Grinder, Milk Frother & 15 Bar Pump - Silver Stainless Steel",317.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-675a9624b9e8b8f29da2,google,"Espresso Machine with Grinder & Milk Frother,20 Bar Professional Espresso Coffee Maker with Removable Water Tank,Steam Wand,for Home Use,Latte",194.98,Walmart - Seller,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-586496d12e24aac97026,google,VEVOR Fully Automatic Espresso Machine 20 Bar with Auto Milk Frother & Grinder,332.49,VEVOR & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-758185a42db7f3ef3335,google,Automatic Italian coffee Machine with Built-in Grinder & Milk Frother – One-Touch Operation,559.23,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-13191f97f3925dc64a75,google,Loheer - Espresso Machine with Grinder 15 Bar Semi-Automatic Coffee Maker with Milk Frother Steam Wand PID Control - Silver,508.57,Best Buy,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-c624a8181e4b62588e55,google,Cusimax 20Bar Espresso Machine with Builtin Grinder & Milk Frother ProfessionalGrade Cappuccino & Latte Maker with Large Removable Water Tank for Home,189.99,Walmart - Techwood Kitchen Appliances,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-a342fef85d2a9edcf811,google,De'Longhi All-in-One Combination Coffee Maker & Espresso Machine,347.96,MartDiscover.com & more,False,True,unclassified by example rules,False,False,False,False,True,False,False,False
google-b281aff655c4587b1b31,google,Garvee 2-Cup Semi-Automatic Espresso Machine in Silver with Built-in Grinder,288.57,Home Depot,False,True,unclassified by example rules,True,False,False,False,False,False,False,False
google-c167547e5bf7ad542933,google,IdealHouse 20 Bar Fully Automatic Italian Espresso Machine with Integrated 15 Setting Grinder Automatic Milk Frother Dual Boiler Self Cleaning,596.99,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-d7f1bf907439cbc01ccb,google,"15 Bar Machine with Grinder & Milk Frother. Professional Coffee Maker for Home. Cappuccino & Latte, Silver",269.99,Walmart - KAKEITO,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-2e4cfb87414d94720a62,google,Antarctic Star Espresso Machine with LCD LED Display & Steam Wand,289.99,Wayfair,False,True,unclassified by example rules,False,True,False,False,False,False,False,False
google-ce916892b069dd413070,google,Chefman Crema Deluxe Double Boiler Espresso Machine with Conical Burr Grinder and Steam Wand,399.99,Best Buy & more,False,True,Chefman Crema Deluxe,True,True,False,False,True,False,False,False
google-67d5a96ce48ce2def910,google,"Free Village Coffee Maker with Grinder 20 Bar Expresso Coffee Machines with Milk Frother Steam Wand,Professional Espresso Maker with Removable Water",299.99,Walmart - free village,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-4900e7d2e07f01a8847e,google,20 Bar Machine with Grinder Machine with Milk Frother,455.96,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-7350f2c0ce2972fc0201,google,Aoile 3 In 1 Stainless Steel Espresso Machine With Built In Burr Grinder Steam Milk Frother 20 Bar Pump Home Coffee Maker one_size | XUC0VTW4865,326.14,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-f272439695d3d03d1fba,google,Garvee 2 Cups 15 Bar Silver Semi-Automatic Espresso Machine Coffee Maker with Grinder and Milk Steamer,300.00,Home Depot,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-b617b7c5efb50c1dacfb,google,"15 Bar Espresso Machine with Built-in Grinder & Milk Frother PID Temperature Control, Gray",299.89,Walmart - Tzou Decoration Beauty Ur Life,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-c2b477d15eab359948b3,google,"EspressoWorks Barista Pro Series Espresso Machine with Grinder, LCD Display and Steamer",299.00,EspressoWorks,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-1c1b755ef5c7e0f05cae,google,Breville Barista Express Impress Espresso Machine in Brushed Stainless Steel | Crate & Barrel,649.95,Crate & Barrel,False,True,Breville Barista Express Impress,False,False,False,False,False,False,False,True
google-bb29f03511fde44d2851,google,"Breville Barista Touch Impress Espresso Machine in Almond Nougat, Plastic/Stainless Steel | Crate & Barrel",1199.95,"1,500",False,False,Breville Barista Touch Impress,False,False,False,False,False,True,False,True
google-3b9354533c919d9b619d,google,"Breville Bambino Plus Espresso Machine in Almond Nougat, Plastic/Silicone/Stainless Steel | Crate & Barrel",499.95,Crate & Barrel,False,True,Breville Bambino Plus,False,False,False,False,False,False,False,True
google-e9bbae1b2b521a845cc4,google,"KitchenAid KF3 Fully Automatic Espresso Machine in Porcelain White, Metal/Plastic | Crate & Barrel",799.99,"1,000",False,True,unclassified by example rules,False,False,False,False,False,True,False,True
google-123aa3f214b07858a4f4,google,"Breville Barista Touch Espresso Machine in Almond Nougat, Plastic/Stainless Steel/Metal | Crate & Barrel",999.95,Crate & Barrel,False,False,Breville Barista Touch (other),False,False,False,False,False,False,False,True
google-219bac14f0ed751d4bed,google,"Breville Bambino Espresso Machine in Brushed Stainless Steel, Plastic/Stainless Steel | Crate & Barrel",299.95,Crate & Barrel,False,True,Breville Bambino (other),False,False,False,False,False,False,False,True
google-8538d051a8cf1187bb25,google,"SIMZLIFE - 20 Bar Fully Automatic Coffee and Espresso Machine, Milk Frother & Smart Touchscreen, Auto-clean, Dual Boiler Design - Black",329.99,Best Buy,False,True,unclassified by example rules,False,True,True,False,False,False,False,False
google-53de4cc1e21d2d3ada90,google,Espresso Machine with Grinder and Milk Frother Steam Wand 20 Bar Coffee Maker with 95oz Water Tank,156.71,Walmart - SINSLLY,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-305127c8948e5c076f69,google,20 Bar Espresso Machine with Built-in Grinder,499.99,Kohl's,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-9441eed81c779f9e1a1b,google,"Professional Espresso Machine with Grinder, 20 Bar Pressure, and Milk Frother",313.72,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-932d74d84c2773131aca,google,Lifeimpree Espresso Machine with Grinder 20 Bar Coffee Machine for Home with Powerful Milk Frother Steam Wand,156.00,Walmart & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-09492f4f47529dc6ba33,google,IdealHouse 15 Bar Coffee Maker Machine with Built In Grinder and Milk Frother Stainless Steel Coffee Maker PID Temp Control Italian ULKA Pump,358.99,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-84e7524f5c3aa8153a3d,google,Breville The Barista Touch Coffee Machine,999.95,Seattle Coffee Gear & more,False,False,Breville Barista Touch (other),False,False,False,False,True,False,False,False
google-be983c68fb5880d5406d,google,Espresso Machines with Burr Grinder 20 Bar Milk Frother Steam Wand,257.13,Walmart - DSstyles,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-125fd27d92958fe5d564,google,GARVEE 15-Bar All-in-One Espresso Machine with Built-in Grinder,309.99,Wayfair & more,False,True,unclassified by example rules,True,False,True,False,True,False,False,False
google-f6b357dd7fd5cc57da54,google,Espresso Machine With Built In Grinder And Milk Frother 20 Bar Coffee Maker For Home Baristas Removable Water Tank Anti Clog Grinding System Latte And,474.88,VXB.com Bearings,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-5b5a4baeb5e35f129567,google,"Espresso Coffee Maker with Milk Frother - Removable Brewer/Grinder, Adjustable Coarseness/Flavor, 3-Level Coffee/Milk Volume for Home Baristas, Size:",459.32,Walmart - KTENME,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-7bc17db230d1ef21398b,google,IdealHouse 20 Bar Espresso Machine with Grinder and PID Control LCD Display High Power Milk Frother 8.8oz Bean Grinder Stainless Steel Coffee Maker,400.99,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-b43381b54c6fbf2e4da3,google,"Espresso Machine, 3-in-1 Coffee Maker with Built-in Grinder and Milk Frother",405.57,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-e6c2cc116062e346f461,google,Chaolink Machine with Grinder Cappuccino and Latte Maker with Powerful Milk Frother for Home Barista,249.99,Walmart - Fumantang,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-01649c5aaee6ce640d89,google,Garvee All-in-One Espresso Machine with Milk Frother Cappuccino Latte Coffee Maker for Home Barista,309.99,garvee & more,False,True,unclassified by example rules,False,True,False,False,True,False,False,False
google-486eb9e5ef5e00a5796c,google,"Professional Espresso Machine with Automatic Milk Frothing, Adjustable Temperature, Steam Wandr — 20 Bar Pressure for Perfect Latte & Cappuccino",105.00,Target,False,True,unclassified by example rules,False,True,True,False,False,False,False,False
google-542b15fda49f4132dba1,google,Stainless Steel Espresso Machine with Grinder & Milk Frother 15 Bar Pump,285.99,Walmart - YOXIAN & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-642b3bf41784b0490975,google,Aoibox Espresso Machine with 20 Bar Pressure Built In Burr Grinder and Milk Frother Steam Wand for Home Coffee Brewing Stainless Steel,682.15,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-58a42e1783bebc9852a2,google,"Professional 20-Bar Espresso Machine With Built-In Grinder – Precision Extraction, Integrated Milk Frother Wand For Cappuccinos/Lattes, And Compact",253.46,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-c686262d94e93b579abf,google,Kicctian Coffee Maker 20 Bar Espresso Machine with Grinder & Milk Frother,139.99,Walmart - Kicctian,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-ec64fc84795fb1a81c2b,google,"20 Bar Espresso Machine with Milk Frother, Steam Wand & Pressure Gauge, Amumu Compact Stainless Steel Coffee Maker for Cappuccino & Latte, Silver",109.99,Walmart - Amumu Direct,False,True,unclassified by example rules,False,True,True,False,False,False,False,False
google-f8c8696d4a46067f44bb,google,"Justsmart 20 Bar Espresso Machine with Built-in Grinder & Milk Frother Steam Wand, Stainless Steel Coffee Maker for Latte Cappuccino Home Office Use -",146.99,Walmart - Lipwinsa,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-08f258304079d5b45ff2,google,Garvee 20-Bar Stainless Steel Espresso Machine with Grinder,354.79,Home Depot & more,False,True,unclassified by example rules,True,False,True,False,True,False,False,False
google-b42ae289c6bdeda83126,google,Espresso Machine with Milk Frother and Grinder 15 Bar Automatic Espresso Coffee Machine All In One Coffee Maker with Italian Ulka Pump,275.46,Walmart - Sunshine City,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-e9dba9582661875ea431,google,"Professional Espresso Machine with Integrated Grinder & Auto Milk Frother, 20 Bar Pump for Lattes and Cappuccinos at Home, Silver",264.99,Walmart - Lipwinsa,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-ac7541f48ebbffd59afa,google,"SIMZLIFE - 15-Setting Fully Automatic Espresso Machine with Manual Milk Frothing, Self-Cleaning & Removable Water Reservoir - Silver",269.99,Best Buy,False,True,unclassified by example rules,False,True,False,False,False,False,False,False
google-3b13253bf16a1b85dd55,google,Stainless Steel Espresso Machine with Grinder 20 Bar Coffee Maker with Milk Frother Steam Wand and 2.8l Water Tank for Latte and Cappuccino,246.98,Walmart - Seller,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-e7cacfa60a59a5ab65df,google,"20 Bar Pressure Espresso Machine, with Grinder & Milk Frother, 1.5l Removable Tank, Adjustable Shot Volume, Professional Stainless Steel Coffee Maker,",312.88,Walmart - Qinzoo,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-bce4606263ab4014e728,google,15 Bar Semi-Automatic Espresso Machine with Built-in Grinder,341.99,Kohl's,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-05d3c61841495e6c0a82,google,"Espresso Machine with Built-In Grinder and Milk Frother - 20 Bar Professional Espresso Maker for Crafting Lattes, Cappuccinos, and Macchiatos,",247.99,Walmart - Bazzye,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-90cd25bcc5bf98680b0a,google,"20 Bar Espresso Machine with Built-In Grinder & Milk Frother, 1.5l Removable Water Tank, Adjustable Shot Volume & 30 Grind Settings for Home or Office",313.41,Walmart - Qinzoo,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-a3f40ecb011a6c7eace8,google,20 Bar Semi-Automatic Espresso Machine with Milk Frother,329.99,Kohl's,False,True,unclassified by example rules,False,True,True,False,False,False,False,False
google-fc437dae8208bd8953fc,google,IUDommy 2-Cup Silver Semi-Automatic Espresso Machine with Built-In Grinder,249.00,Home Depot,False,True,unclassified by example rules,True,False,False,False,False,False,False,False
google-0572500f0732845cad88,google,Philips 3300 Fully Automatic Espresso Machine with Milk Frother,729.95,Sur La Table & more,False,True,Philips 3300,False,True,False,False,True,False,False,False
google-b20da021a0871fea91fd,google,Cafe Affetto Automatic Espresso Machine + Frother,629.00,"Walmart - GE Appliances, a Haier Company & more",False,True,unclassified by example rules,False,True,False,False,True,False,False,False
google-28d0317f932cec894c4b,google,"Espresso Machine with Grinder and Milk Frother Steam Wand, 20 Bar Coffee Maker with 95oz Water Tank, Professional 3 In 1 Espresso Maker for Cappuccino",279.99,Walmart - Fessluca,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-53fc3afe2050c60f7113,google,"Memoryfield 20 Bar Espresso Machine with Grinder, Milk Frother & LCD Display, Stainless Steel Coffee Maker, Single & Double Shot, Silver, Size: 58",154.99,Walmart - YOXIAN,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-a59639f97302f46c9a8c,google,Bluebow 6-in-1 Espresso Machine 20 BAR Cappuccino & Latte Machine with Built-in Milk Frother,89.99,Walmart - Bluebow,False,True,unclassified by example rules,False,True,True,False,False,False,False,False
google-01869a8682e69e653058,google,"Boupower Semi-Automatic Espresso Machine with Built-In Grinder, Powerful Milk Frother,Stainless Steel Single Double Cup Coffee Maker for Latte",296.66,Walmart - BouPower,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-55cbde01fc5e866cb737,google,Espresso Machine with Grinder and Milk Frother 20 Bar Pressure 95 oz Removable Water Tank Home Coffee Maker for Latte Cappuccino,284.98,Walmart - IdealHouse,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
